Test unit,R5
Reference,Mazzon (2010)
-0.93,-81.3,-0.065
-0.95,-81.6,-0.067
-0.97,-81.9,-0.068
-0.98,-82.4,-0.069
-0.99,-82.9,-0.069
-1.01,-83.4,-0.071
-1.02,-83.9,-0.071
-1.03,-84.3,-0.072
-1.04,-84.7,-0.073
-1.05,-84.8,-0.073
-1.06,-85,-0.074
-1.07,-85.2,-0.074
-1.08,-85.6,-0.075
-1.09,-85.9,-0.076
-1.1,-86.2,-0.077
-1.09,-86.6,-0.076
-1.11,-86.9,-0.077
-1.13,-87.5,-0.079
-1.15,-88.1,-0.08
-1.16,-88.1,-0.081
-1.17,-87.9,-0.082
-1.17,-87.6,-0.082
-1.17,-87.6,-0.082
-1.18,-88.7,-0.083
-1.2,-89.9,-0.084
-1.21,-90.2,-0.084
-1.21,-90,-0.085
-1.21,-89.5,-0.085
-1.22,-89.5,-0.085
-1.22,-90,-0.085
-1.23,-90.6,-0.086
-1.23,-90.8,-0.086
-1.23,-90.8,-0.086
-1.24,-90.6,-0.087
-1.25,-90.3,-0.087
-1.26,-90.3,-0.088
-1.27,-90.9,-0.089
-1.28,-91.5,-0.09
-1.29,-91.8,-0.09
-1.29,-91.7,-0.09
-1.29,-91.4,-0.09
-1.29,-91.2,-0.09
-1.29,-91.2,-0.09
-1.3,-91.1,-0.091
-1.3,-90.9,-0.091
-1.3,-90.9,-0.091
-1.31,-90.6,-0.091
-1.31,-90.4,-0.091
-1.29,-90.4,-0.09
-1.29,-90.3,-0.09
-1.3,-90.3,-0.091
-1.31,-90.3,-0.092
-1.32,-90.2,-0.092
-1.32,-90.2,-0.092
-1.32,-90.3,-0.092
-1.32,-90,-0.092
-1.32,-89.1,-0.092
-1.32,-88.1,-0.092
-1.33,-87.4,-0.093
-1.33,-86.8,-0.093
-1.33,-85.9,-0.093
-1.34,-85.1,-0.094
-1.34,-84.1,-0.094
-1.34,-83.2,-0.094
-1.33,-82.3,-0.093
-1.32,-81.2,-0.092
-1.32,-80.1,-0.092
-1.32,-79.5,-0.092
-1.32,-79.2,-0.092
-1.32,-79.3,-0.092
-1.32,-79.2,-0.093
-1.32,-78.7,-0.092
-1.31,-78,-0.091
-1.3,-77.2,-0.091
-1.29,-76.7,-0.09
-1.28,-76.4,-0.09
-1.28,-76.2,-0.089
-1.27,-75.9,-0.089
-1.27,-75.6,-0.089
-1.26,-75.1,-0.088
-1.25,-74.6,-0.088
-1.24,-74.1,-0.087
-1.22,-73.3,-0.085
-1.22,-72.4,-0.085
-1.21,-72,-0.085
-1.22,-72.1,-0.085
-1.22,-72,-0.085
-1.21,-71.5,-0.085
-1.2,-70.5,-0.084
-1.18,-69.4,-0.083
-1.17,-68.7,-0.082
-1.16,-68.3,-0.081
-1.15,-67.9,-0.08
-1.14,-67.2,-0.08
-1.12,-66.2,-0.078
-1.11,-65.4,-0.078
-1.1,-64.8,-0.077
-1.09,-64.2,-0.076
-1.06,-63.6,-0.074
-1.05,-62.8,-0.073
-1.05,-62,-0.073
-1.04,-61.1,-0.073
-1.03,-60.1,-0.072
-1.03,-59.1,-0.072
-1.01,-58.2,-0.071
-1,-57.6,-0.07
-0.99,-56.7,-0.069
-0.98,-55.6,-0.069
-0.96,-54.6,-0.067
-0.95,-54,-0.066
-0.94,-53.5,-0.066
-0.93,-52.7,-0.065
-0.91,-51.5,-0.063
-0.89,-50.1,-0.062
-0.87,-48.9,-0.061
-0.84,-48,-0.059
-0.83,-47.2,-0.058
-0.83,-46.2,-0.058
-0.82,-45.2,-0.057
-0.81,-44.2,-0.057
-0.8,-43.1,-0.056
-0.78,-41.9,-0.055
-0.76,-40.8,-0.053
-0.75,-39.7,-0.052
-0.73,-38.6,-0.051
-0.71,-37.5,-0.05
-0.7,-36.4,-0.049
-0.68,-35.1,-0.047
-0.66,-33.5,-0.046
-0.64,-32.4,-0.045
-0.62,-31.2,-0.044
-0.6,-30,-0.042
-0.57,-28.5,-0.04
-0.56,-27.1,-0.039
-0.55,-25.8,-0.039
-0.54,-24.4,-0.038
-0.52,-22.9,-0.036
-0.51,-21.6,-0.035
-0.49,-20.5,-0.034
-0.47,-19.3,-0.033
-0.45,-18.1,-0.032
-0.43,-16.7,-0.03
-0.42,-15.5,-0.029
-0.4,-14.2,-0.028
-0.37,-12.7,-0.026
-0.35,-10.9,-0.024
-0.33,-9.5,-0.023
-0.3,-8.4,-0.021
-0.27,-7.4,-0.019
-0.26,-6.5,-0.018
-0.25,-5,-0.017
-0.23,-3.5,-0.016
-0.22,-2.4,-0.015
-0.2,-1.2,-0.014
-0.19,-0.2,-0.013
-0.17,0.6,-0.012
-0.16,1.3,-0.011
-0.15,1.7,-0.011
-0.15,2,-0.01
-0.14,2.4,-0.01
-0.13,3.1,-0.009
-0.1,5.6,-0.007
-0.05,10,-0.004
-0,13.6,-0
0.05,15.9,0.003
0.08,16.7,0.006
0.08,16.4,0.005
0.08,16.8,0.006
0.09,18.2,0.006
0.11,19.9,0.008
0.13,21.4,0.009
0.15,22.6,0.011
0.17,23.8,0.012
0.19,25.3,0.013
0.21,27,0.015
0.23,28.5,0.016
0.25,29.4,0.018
0.27,30.3,0.019
0.28,31.2,0.02
0.3,32.4,0.021
0.32,33.5,0.022
0.35,34.6,0.024
0.37,35.7,0.026
0.38,36.9,0.027
0.4,38.1,0.028
0.41,39.3,0.029
0.43,40.5,0.03
0.45,41.5,0.031
0.47,42.4,0.033
0.48,43.3,0.034
0.5,44.5,0.035
0.52,45.9,0.036
0.54,46.9,0.038
0.55,47.4,0.038
0.56,48.2,0.039
0.58,49.1,0.041
0.6,50.3,0.042
0.62,51.6,0.044
0.65,52.5,0.046
0.67,53,0.047
0.67,53.6,0.047
0.68,54.5,0.048
0.7,55.6,0.049
0.72,56.6,0.05
0.73,57.4,0.051
0.75,58.2,0.052
0.77,59,0.053
0.78,59.8,0.055
0.8,60.3,0.056
0.81,61,0.057
0.82,61.5,0.058
0.83,62,0.058
0.85,62.6,0.059
0.86,63.2,0.06
0.88,63.8,0.062
0.91,64.3,0.063
0.91,64.7,0.064
0.91,65,0.064
0.92,65.3,0.064
0.93,66,0.065
0.95,67,0.066
0.96,67.5,0.067
0.97,67.7,0.068
0.98,67.9,0.068
0.99,68.3,0.069
1,68.8,0.07
1.01,69,0.071
1.02,68.8,0.071
1.02,68.6,0.071
1.02,69.1,0.072
1.04,70.2,0.073
1.06,70.9,0.074
1.08,71.1,0.075
1.08,70.9,0.075
1.07,70.9,0.075
1.08,71.1,0.075
1.09,71.7,0.076
1.1,72.2,0.077
1.1,71.9,0.077
1.11,71.3,0.077
1.11,70.4,0.077
1.11,70.2,0.077
1.11,70.5,0.077
1.11,71.6,0.078
1.13,72.6,0.079
1.13,72.5,0.079
1.14,72,0.079
1.14,71.4,0.08
1.15,70.8,0.081
1.15,70.3,0.08
1.14,70.2,0.08
1.14,70.2,0.08
1.14,70.4,0.079
1.14,71.3,0.079
1.14,71.8,0.08
1.14,72.2,0.08
1.15,72.1,0.08
1.15,71.2,0.08
1.15,69.9,0.08
1.15,68.4,0.08
1.15,66.9,0.08
1.15,65.2,0.081
1.15,63.7,0.081
1.15,62.5,0.08
1.16,61.7,0.081
1.16,60.8,0.081
1.15,59.9,0.08
1.14,59.1,0.08
1.13,58.1,0.079
1.12,57.3,0.078
1.12,56.6,0.078
1.11,55.9,0.078
1.11,55.1,0.077
1.1,54.5,0.077
1.1,54,0.077
1.09,53.5,0.076
1.09,53.1,0.076
1.08,52.5,0.076
1.07,51.5,0.075
1.06,50.2,0.074
1.04,49.3,0.073
1.05,48.8,0.074
1.05,48.7,0.073
1.04,48.7,0.073
1.03,48,0.072
1.01,46.5,0.07
0.99,45.3,0.069
0.98,44.6,0.068
0.98,44.4,0.068
0.97,43.8,0.068
0.96,42.8,0.067
0.94,41.4,0.066
0.92,40.2,0.065
0.91,39.5,0.064
0.91,38.7,0.063
0.9,38,0.063
0.88,37.1,0.062
0.88,36.2,0.061
0.88,35.5,0.062
0.87,34.6,0.061
0.84,33.4,0.059
0.83,32.1,0.058
0.81,30.6,0.056
0.79,29.3,0.055
0.78,28.1,0.054
0.76,27,0.053
0.75,26,0.052
0.74,25,0.051
0.73,24.1,0.051
0.71,23.2,0.05
0.7,22.2,0.049
0.69,21.3,0.048
0.67,20.1,0.047
0.65,18.6,0.046
0.64,17.2,0.045
0.63,15.9,0.044
0.6,14.5,0.042
0.58,13.2,0.041
0.56,11.9,0.039
0.54,10.8,0.038
0.52,10.1,0.037
0.51,8.9,0.036
0.49,7.4,0.034
0.48,6.3,0.033
0.46,4.9,0.032
0.45,3.7,0.031
0.43,2.6,0.03
0.42,1.7,0.029
0.41,1.1,0.029
0.4,0.2,0.028
0.39,-0.1,0.027
0.4,-0.2,0.028
0.39,-0.4,0.028
0.38,-0.8,0.026
0.35,-3.2,0.025
0.29,-8.2,0.02
0.23,-12.5,0.016
0.19,-14.4,0.013
0.18,-14.7,0.013
0.17,-15.1,0.012
0.16,-16,0.011
0.15,-17.3,0.01
0.13,-19,0.009
0.1,-20.6,0.007
0.09,-21.7,0.006
0.07,-22.6,0.005
0.06,-23.9,0.004
0.04,-25.5,0.003
0.03,-27.2,0.002
-0,-28.8,-0
-0.03,-30.2,-0.002
-0.05,-31.4,-0.004
-0.08,-32.6,-0.005
-0.1,-33.8,-0.007
-0.12,-34.9,-0.008
-0.14,-36.1,-0.01
-0.16,-37.4,-0.011
-0.18,-38.6,-0.012
-0.19,-39.6,-0.014
-0.21,-40.7,-0.015
-0.23,-42,-0.016
-0.25,-43.4,-0.017
-0.27,-44.8,-0.019
-0.29,-46.1,-0.02
-0.3,-47.3,-0.021
-0.31,-48.3,-0.022
-0.34,-49.4,-0.023
-0.36,-50.4,-0.025
-0.38,-51.4,-0.027
-0.4,-52.4,-0.028
-0.42,-53.4,-0.029
-0.43,-54.4,-0.03
-0.45,-55.5,-0.031
-0.47,-56.7,-0.033
-0.48,-57.9,-0.034
-0.5,-58.8,-0.035
-0.52,-59.8,-0.036
-0.54,-60.9,-0.038
-0.55,-61.7,-0.039
-0.57,-62.4,-0.04
-0.58,-63.3,-0.041
-0.58,-64.3,-0.041
-0.6,-65.1,-0.042
-0.63,-65.9,-0.044
-0.65,-66.7,-0.045
-0.67,-67.4,-0.047
-0.69,-68.1,-0.048
-0.7,-69,-0.049
-0.72,-70,-0.05
-0.74,-71,-0.052
-0.76,-71.9,-0.053
-0.77,-72.4,-0.054
-0.78,-72.9,-0.055
-0.79,-73.4,-0.055
-0.81,-74,-0.056
-0.82,-75,-0.057
-0.83,-75.7,-0.058
-0.84,-76.4,-0.059
-0.84,-77.1,-0.059
-0.86,-77.6,-0.06
-0.88,-77.8,-0.062
-0.9,-78.2,-0.063
-0.92,-78.8,-0.064
-0.94,-79.4,-0.065
-0.94,-79.9,-0.066
-0.95,-80.3,-0.067
-0.97,-80.7,-0.068
-0.98,-81.4,-0.069
-1,-82.3,-0.07
-1.01,-82.9,-0.071
-1.02,-83.2,-0.071
-1.03,-83.5,-0.072
-1.05,-83.9,-0.073
-1.06,-84.1,-0.074
-1.05,-84.2,-0.074
-1.06,-84.5,-0.074
-1.08,-85,-0.076
-1.1,-85.6,-0.077
-1.12,-86,-0.078
-1.13,-86,-0.079
-1.13,-85.9,-0.079
-1.14,-86.4,-0.08
-1.16,-87.2,-0.081
-1.17,-87.8,-0.082
-1.18,-88.1,-0.082
-1.19,-88.1,-0.083
-1.19,-88.2,-0.083
-1.2,-88.6,-0.084
-1.21,-89.1,-0.085
-1.22,-89.4,-0.085
-1.22,-89.7,-0.086
-1.22,-89.9,-0.085
-1.23,-90.2,-0.086
-1.25,-90.5,-0.087
-1.26,-90.6,-0.088
-1.27,-90.5,-0.089
-1.27,-90.7,-0.089
-1.28,-91.1,-0.09
-1.29,-91.4,-0.09
-1.3,-91.3,-0.091
-1.3,-91,-0.091
-1.3,-90.4,-0.091
-1.3,-90.2,-0.091
-1.3,-90.6,-0.091
-1.32,-91.3,-0.092
-1.32,-91.5,-0.092
-1.33,-91.3,-0.093
-1.32,-90.6,-0.092
-1.31,-90,-0.092
-1.32,-89.9,-0.092
-1.33,-90.1,-0.093
-1.33,-90.9,-0.093
-1.35,-91.3,-0.094
-1.35,-91,-0.094
-1.35,-90.3,-0.094
-1.35,-89.2,-0.094
-1.35,-88,-0.094
-1.35,-87.4,-0.095
-1.35,-87.3,-0.095
-1.35,-86.9,-0.095
-1.35,-86.6,-0.095
-1.35,-86.1,-0.095
-1.35,-85.5,-0.095
-1.35,-84.9,-0.094
-1.34,-84.3,-0.093
-1.34,-84.1,-0.093
-1.35,-83.8,-0.094
-1.35,-83.4,-0.094
-1.36,-82.9,-0.095
-1.36,-82.2,-0.095
-1.36,-81.6,-0.095
-1.35,-80.8,-0.094
-1.34,-79.9,-0.093
-1.33,-79.2,-0.093
-1.32,-79.3,-0.092
-1.32,-79.6,-0.092
-1.32,-79.5,-0.092
-1.31,-78.5,-0.092
-1.3,-77.4,-0.091
-1.29,-76.8,-0.09
-1.28,-76.9,-0.089
-1.26,-77.1,-0.088
-1.27,-76.7,-0.088
-1.26,-75.9,-0.088
-1.26,-75.2,-0.088
-1.25,-74.8,-0.088
-1.25,-74.3,-0.087
-1.24,-73.8,-0.086
-1.23,-73.2,-0.086
-1.22,-72.6,-0.085
-1.21,-72.2,-0.084
-1.2,-71.6,-0.084
-1.19,-70.8,-0.083
-1.18,-70,-0.083
-1.17,-69.4,-0.082
-1.16,-69,-0.081
-1.16,-68.6,-0.081
-1.13,-67.8,-0.079
-1.11,-67,-0.078
-1.11,-66.1,-0.078
-1.11,-65.6,-0.077
-1.1,-65.2,-0.077
-1.1,-64.6,-0.077
-1.09,-63.7,-0.076
-1.08,-63,-0.075
-1.07,-62.3,-0.075
-1.05,-61.2,-0.074
-1.04,-60.2,-0.073
-1.03,-59.3,-0.072
-1.02,-58.6,-0.071
-1.01,-58,-0.07
-0.99,-57.3,-0.069
-0.98,-56.2,-0.068
-0.96,-55.1,-0.067
-0.93,-54.3,-0.065
-0.92,-53.5,-0.064
-0.91,-52.4,-0.064
-0.9,-51.4,-0.063
-0.89,-50.5,-0.062
-0.88,-49.4,-0.061
-0.86,-48.5,-0.06
-0.85,-47.5,-0.059
-0.83,-46.4,-0.058
-0.82,-45.1,-0.057
-0.8,-44,-0.056
-0.79,-42.9,-0.055
-0.77,-41.8,-0.054
-0.76,-40.8,-0.053
-0.74,-39.9,-0.052
-0.73,-39.1,-0.051
-0.71,-38.1,-0.049
-0.68,-36.6,-0.047
-0.66,-35.1,-0.046
-0.65,-33.5,-0.045
-0.63,-32.2,-0.044
-0.62,-30.9,-0.043
-0.6,-29.7,-0.042
-0.59,-28.9,-0.041
-0.57,-27.9,-0.04
-0.55,-26.6,-0.039
-0.54,-25.1,-0.037
-0.52,-23.7,-0.036
-0.5,-22.2,-0.035
-0.48,-21,-0.034
-0.46,-19.7,-0.032
-0.44,-18.3,-0.031
-0.42,-16.9,-0.029
-0.39,-15.8,-0.027
-0.36,-14.5,-0.025
-0.35,-13.4,-0.024
-0.34,-12.1,-0.024
-0.32,-10.7,-0.022
-0.31,-9.5,-0.021
-0.29,-8.3,-0.02
-0.27,-7,-0.019
-0.25,-5.8,-0.018
-0.23,-4.2,-0.016
-0.21,-2.6,-0.014
-0.19,-1.2,-0.013
-0.17,0,-0.012
-0.16,0.9,-0.011
-0.14,1.5,-0.01
-0.13,1.9,-0.009
-0.12,2.3,-0.008
-0.09,3.5,-0.006
-0.04,7.8,-0.003
0.02,13.1,0.001
0.08,17.2,0.005
0.11,19.3,0.008
0.12,19.6,0.009
0.13,19.7,0.009
0.14,20.7,0.01
0.17,22.5,0.012
0.2,25.1,0.014
0.24,27.6,0.017
0.27,29.4,0.019
0.3,30.8,0.021
0.32,31.9,0.022
0.34,33.4,0.024
0.37,35.2,0.026
0.41,37,0.028
0.44,38.7,0.031
0.47,40.4,0.033
0.49,41.9,0.034
0.51,43.1,0.035
0.53,44.3,0.037
0.55,45.7,0.039
0.58,47.1,0.04
0.6,48.6,0.042
0.62,50,0.043
0.65,51.3,0.045
0.67,52.6,0.047
0.7,54,0.049
0.72,55.4,0.05
0.75,56.7,0.052
0.77,57.9,0.054
0.79,59.2,0.055
0.83,60.5,0.058
0.86,61.7,0.06
0.88,63,0.061
0.9,64.1,0.063
0.91,64.9,0.064
0.93,65.7,0.065
0.95,66.6,0.067
0.97,67.5,0.068
1,68.3,0.07
1.02,69.3,0.071
1.04,70.3,0.073
1.07,71.1,0.074
1.09,71.8,0.076
1.11,72.5,0.077
1.13,73.2,0.079
1.15,73.7,0.08
1.17,74.3,0.082
1.2,74.9,0.084
1.22,75.7,0.085
1.23,75.9,0.086
1.24,76.3,0.087
1.25,76.7,0.087
1.26,77.1,0.088
1.28,77.6,0.089
1.3,78.1,0.091
1.31,78.5,0.092
1.33,78.9,0.093
1.34,79,0.094
1.36,79.2,0.095
1.37,79.6,0.096
1.39,80.1,0.097
1.41,80.8,0.098
1.42,81.1,0.1
1.44,81.1,0.101
1.46,81.1,0.102
1.46,81.1,0.102
1.47,81.2,0.103
1.48,81.3,0.103
1.48,81.4,0.104
1.5,81.8,0.105
1.51,82,0.106
1.52,81.7,0.106
1.52,81.6,0.106
1.53,82.2,0.107
1.54,82.6,0.108
1.55,82.9,0.108
1.56,83,0.109
1.57,82.6,0.109
1.57,82.3,0.11
1.57,82.5,0.11
1.59,82.5,0.111
1.6,82.7,0.112
1.6,82.6,0.111
1.6,82.9,0.112
1.6,83.3,0.112
1.6,83,0.112
1.61,82.2,0.112
1.61,81.3,0.112
1.61,80.9,0.113
1.61,81,0.113
1.61,81.6,0.113
1.62,82.4,0.113
1.62,82.6,0.114
1.63,82.3,0.114
1.63,81.7,0.114
1.63,80.3,0.114
1.63,78.8,0.114
1.65,76.7,0.115
1.64,74.4,0.115
1.62,72.3,0.114
1.61,71,0.113
1.6,70.3,0.112
1.6,70,0.112
1.6,69.5,0.112
1.59,69.1,0.111
1.59,68.6,0.111
1.59,67.9,0.111
1.58,67.1,0.11
1.57,66.4,0.11
1.56,65.6,0.109
1.55,65.2,0.108
1.54,64.8,0.108
1.54,64.4,0.108
1.54,63.9,0.108
1.54,63.3,0.107
1.52,62.5,0.106
1.5,61.6,0.105
1.49,60.9,0.104
1.47,60,0.103
1.46,59.3,0.102
1.45,58.7,0.102
1.44,58.1,0.101
1.43,57.2,0.1
1.41,55.8,0.099
1.4,54.8,0.098
1.38,54,0.096
1.37,53.3,0.095
1.35,52.4,0.094
1.34,51.5,0.093
1.33,50.6,0.093
1.32,49.5,0.092
1.31,48.4,0.091
1.28,47.4,0.09
1.26,46.4,0.088
1.24,45.2,0.087
1.22,43.9,0.085
1.2,42.5,0.084
1.18,41.2,0.083
1.17,40.2,0.081
1.15,39.1,0.08
1.13,38.1,0.079
1.12,37.3,0.078
1.1,36.1,0.077
1.08,34.4,0.075
1.05,32.7,0.074
1.03,31.2,0.072
1.02,29.8,0.071
1.01,28.5,0.071
0.99,27.2,0.069
0.96,25.9,0.067
0.94,24.6,0.066
0.91,23.1,0.064
0.89,21.4,0.062
0.87,19.9,0.061
0.85,18.6,0.059
0.83,17.1,0.058
0.8,15.5,0.056
0.78,14.1,0.055
0.76,12.7,0.053
0.74,11.1,0.051
0.71,9.8,0.05
0.69,8.5,0.048
0.67,7,0.047
0.65,5.5,0.046
0.64,4.1,0.044
0.6,2.7,0.042
0.58,1.5,0.04
0.55,0.5,0.039
0.54,-0.1,0.038
0.53,-0.3,0.037
0.52,-0.6,0.037
0.51,-1.5,0.036
0.47,-6,0.033
0.39,-12,0.027
0.33,-15.4,0.023
0.3,-16.1,0.021
0.3,-16.2,0.021
0.28,-17.5,0.02
0.26,-19.4,0.018
0.23,-21.4,0.016
0.21,-23.5,0.014
0.18,-25.4,0.012
0.14,-27,0.01
0.11,-28.5,0.008
0.09,-29.7,0.006
0.06,-31.2,0.004
0.04,-32.9,0.003
0.01,-34.5,0.001
-0.01,-36.3,-0.001
-0.04,-38,-0.003
-0.07,-39.8,-0.005
-0.1,-41.4,-0.007
-0.13,-42.8,-0.009
-0.15,-44.1,-0.011
-0.18,-45.3,-0.012
-0.2,-46.5,-0.014
-0.22,-47.8,-0.015
-0.23,-49.2,-0.016
-0.26,-50.8,-0.018
-0.3,-52.1,-0.021
-0.32,-53.4,-0.023
-0.35,-54.9,-0.025
-0.38,-56.5,-0.027
-0.4,-57.7,-0.028
-0.42,-58.6,-0.029
-0.44,-59.7,-0.031
-0.46,-60.9,-0.032
-0.49,-62.4,-0.034
-0.51,-63.8,-0.036
-0.54,-65.1,-0.038
-0.56,-66.3,-0.039
-0.59,-67.5,-0.041
-0.61,-68.5,-0.043
-0.62,-69.4,-0.043
-0.64,-70.4,-0.045
-0.67,-71.4,-0.047
-0.7,-72.6,-0.049
-0.73,-73.6,-0.051
-0.76,-74.7,-0.053
-0.78,-75.5,-0.054
-0.79,-76.4,-0.056
-0.82,-77.3,-0.057
-0.83,-78.1,-0.058
-0.85,-78.9,-0.06
-0.87,-79.7,-0.061
-0.89,-80.6,-0.062
-0.91,-81.3,-0.064
-0.93,-82,-0.065
-0.95,-82.8,-0.066
-0.96,-83.7,-0.067
-0.97,-84.4,-0.068
-1,-85.2,-0.07
-1.03,-85.9,-0.072
-1.06,-86.7,-0.074
-1.09,-87.2,-0.076
-1.11,-87.6,-0.077
-1.13,-88.2,-0.079
-1.15,-88.8,-0.08
-1.17,-89.4,-0.082
-1.19,-90,-0.083
-1.21,-90.6,-0.085
-1.23,-91,-0.086
-1.25,-91.7,-0.087
-1.27,-92.4,-0.089
-1.29,-93,-0.09
-1.31,-93.6,-0.091
-1.32,-93.9,-0.092
-1.33,-93.9,-0.093
-1.35,-93.9,-0.094
-1.37,-94.3,-0.096
-1.39,-94.8,-0.097
-1.41,-95.5,-0.099
-1.43,-96,-0.1
-1.44,-96.2,-0.101
-1.45,-96.2,-0.101
-1.46,-96.5,-0.102
-1.48,-97,-0.103
-1.49,-97.3,-0.104
-1.51,-97.4,-0.105
-1.52,-97.4,-0.106
-1.53,-97.4,-0.107
-1.54,-97.6,-0.107
-1.55,-98.1,-0.108
-1.55,-98.4,-0.109
-1.57,-98.6,-0.109
-1.59,-98.8,-0.111
-1.61,-99,-0.112
-1.62,-99.1,-0.113
-1.64,-99.2,-0.114
-1.64,-99,-0.115
-1.64,-99.1,-0.115
-1.65,-99.6,-0.116
-1.66,-99.9,-0.116
-1.67,-100,-0.117
-1.68,-100.2,-0.117
-1.69,-100.3,-0.118
-1.69,-100.4,-0.118
-1.7,-100.2,-0.119
-1.7,-100.1,-0.119
-1.71,-100.3,-0.119
-1.7,-100.5,-0.119
-1.72,-100.6,-0.12
-1.73,-100.4,-0.121
-1.74,-100.1,-0.121
-1.74,-99.7,-0.121
-1.74,-99.5,-0.122
-1.74,-100,-0.122
-1.76,-100.8,-0.123
-1.77,-100.8,-0.123
-1.77,-99.8,-0.124
-1.77,-98.1,-0.124
-1.77,-97.3,-0.124
-1.78,-97,-0.124
-1.78,-96.6,-0.124
-1.78,-96.2,-0.124
-1.78,-96,-0.124
-1.77,-95.7,-0.124
-1.76,-95.5,-0.123
-1.77,-95.1,-0.124
-1.78,-94.7,-0.124
-1.78,-94.4,-0.124
-1.78,-93.9,-0.124
-1.78,-93.4,-0.124
-1.78,-92.7,-0.124
-1.78,-91.5,-0.124
-1.77,-90.4,-0.123
-1.76,-90.2,-0.123
-1.76,-90.4,-0.123
-1.76,-90.4,-0.123
-1.76,-90.1,-0.123
-1.75,-89.5,-0.123
-1.75,-88.8,-0.122
-1.74,-88.4,-0.122
-1.72,-88.1,-0.12
-1.71,-87.7,-0.12
-1.72,-87.5,-0.12
-1.72,-87.2,-0.12
-1.71,-86.7,-0.12
-1.7,-85.9,-0.119
-1.68,-85.1,-0.118
-1.67,-84.9,-0.117
-1.67,-84.9,-0.117
-1.67,-84.8,-0.116
-1.66,-84.1,-0.116
-1.64,-82.9,-0.114
-1.62,-82,-0.113
-1.61,-81.6,-0.112
-1.59,-81.3,-0.111
-1.59,-80.9,-0.111
-1.57,-80.2,-0.109
-1.54,-79.5,-0.108
-1.53,-78.9,-0.107
-1.53,-78.2,-0.107
-1.51,-77.3,-0.106
-1.5,-76.5,-0.105
-1.48,-75.9,-0.104
-1.47,-75.4,-0.103
-1.45,-74.8,-0.102
-1.43,-73.8,-0.1
-1.41,-72.8,-0.099
-1.39,-71.7,-0.097
-1.37,-70.8,-0.096
-1.35,-70.2,-0.095
-1.34,-69.6,-0.094
-1.32,-68.9,-0.092
-1.31,-67.9,-0.091
-1.28,-66.7,-0.089
-1.27,-65.7,-0.088
-1.26,-64.9,-0.088
-1.25,-64.1,-0.088
-1.24,-63.1,-0.087
-1.22,-62,-0.086
-1.21,-61,-0.084
-1.19,-60.1,-0.083
-1.17,-59.1,-0.082
-1.15,-57.9,-0.08
-1.12,-56.4,-0.078
-1.1,-55,-0.077
-1.08,-53.9,-0.075
-1.06,-52.9,-0.074
-1.05,-52,-0.073
-1.03,-50.7,-0.072
-1,-49.1,-0.07
-0.96,-47.6,-0.067
-0.94,-46.4,-0.066
-0.93,-45.3,-0.065
-0.92,-44.1,-0.064
-0.9,-42.6,-0.063
-0.88,-41.3,-0.061
-0.85,-40.1,-0.06
-0.83,-38.7,-0.058
-0.81,-37.2,-0.057
-0.79,-35.6,-0.055
-0.76,-34.1,-0.053
-0.73,-32.8,-0.051
-0.71,-31.4,-0.05
-0.69,-30,-0.048
-0.66,-28.4,-0.046
-0.64,-26.8,-0.045
-0.61,-25.2,-0.042
-0.57,-23.6,-0.04
-0.55,-21.9,-0.038
-0.53,-20.2,-0.037
-0.51,-18.5,-0.035
-0.49,-17,-0.034
-0.46,-15.6,-0.032
-0.44,-14.4,-0.031
-0.42,-12.9,-0.029
-0.39,-11.2,-0.027
-0.36,-9.4,-0.025
-0.33,-7.7,-0.023
-0.31,-6.2,-0.021
-0.28,-4.7,-0.02
-0.26,-3,-0.018
-0.23,-1.6,-0.016
-0.2,-0.3,-0.014
-0.17,0.5,-0.012
-0.16,1.3,-0.011
-0.15,1.7,-0.011
-0.15,2,-0.011
-0.14,2.6,-0.01
-0.12,4.9,-0.008
-0.05,9.9,-0.003
0.02,14.4,0.001
0.07,17.2,0.005
0.09,18,0.006
0.1,17.9,0.007
0.11,18.4,0.008
0.13,19.8,0.009
0.16,21.9,0.011
0.2,24.4,0.014
0.24,26.4,0.017
0.28,27.9,0.019
0.31,29,0.022
0.33,30.1,0.023
0.35,31.2,0.024
0.37,32.6,0.026
0.39,34.5,0.027
0.42,36.2,0.029
0.45,37.7,0.032
0.48,38.9,0.034
0.51,40,0.035
0.53,41,0.037
0.55,42.3,0.039
0.58,43.8,0.04
0.61,45.2,0.042
0.63,46.5,0.044
0.65,47.8,0.046
0.68,49.1,0.047
0.71,50.5,0.05
0.74,51.8,0.052
0.76,52.9,0.053
0.77,54,0.054
0.79,54.9,0.055
0.81,56.1,0.056
0.83,57.4,0.058
0.86,58.6,0.06
0.88,59.5,0.062
0.9,60.3,0.063
0.93,61.1,0.065
0.95,62,0.066
0.97,62.9,0.068
0.99,64,0.069
1.01,64.9,0.071
1.04,65.7,0.072
1.06,66.6,0.074
1.1,67.5,0.077
1.12,68.5,0.078
1.13,69.1,0.079
1.14,69.3,0.08
1.15,69.6,0.08
1.17,70.6,0.082
1.2,71.9,0.084
1.22,72.6,0.085
1.23,73,0.086
1.25,73.4,0.087
1.27,73.7,0.088
1.28,74.2,0.09
1.3,75,0.091
1.32,75.6,0.092
1.34,76,0.093
1.35,76.2,0.094
1.37,76.6,0.096
1.39,76.9,0.097
1.4,77.2,0.098
1.41,78,0.098
